idx,time(s),count B,count C
2,0.02,18,22
3,0.03,17,21
4,0.04,16,20
5,0.05,16,20
6,0.06,15,19
7,0.07,14,18
8,0.08,14,18
9,0.09,12,17
10,0.1,12,16
11,0.11,11,15
12,0.12,10,14
13,0.13,9,13
14,0.14,8,12
15,0.15,7,11
16,0.16,6,10
17,0.17,5,9
18,0.18,4,8
19,0.19,3,7
20,0.2,2,6
21,0.21,0,4
22,0.22,0,3
23,0.23,-2,2
24,0.24,-3,1
25,0.25,-4,-1
26,0.26,-5,-2
27,0.27,-6,-3
28,0.28,-8,-4
29,0.29,-8,-6
30,0.3,-10,-7
31,0.31,-11,-8
32,0.32,-12,-9
33,0.33,-13,-10
34,0.34,-14,-12
35,0.35,-15,-13
36,0.36,-16,-14
37,0.37,-17,-15
38,0.38,-18,-16
39,0.39,-19,-17
40,0.4,-20,-18
41,0.41,-21,-20
42,0.42,-22,-21
43,0.43,-23,-22
44,0.44,-24,-22
45,0.45,-24,-23
46,0.46,-25,-24
47,0.47,-26,-25
48,0.48,-27,-26
49,0.49,-28,-27
50,0.5,-28,-27
51,0.51,-28,-28
52,0.52,-29,-29
53,0.53,-30,-29
54,0.54,-30,-30
55,0.55,-30,-30
56,0.56,-30,-30
57,0.57,-31,-31
58,0.58,-31,-31
59,0.59,-31,-31
60,0.6,-31,-31
61,0.61,-31,-31
62,0.62,-31,-31
63,0.63,-31,-31
64,0.64,-31,-31
65,0.65,-31,-31
66,0.66,-31,-31
67,0.67,-30,-30
68,0.68,-30,-30
69,0.69,-30,-30
70,0.7,-30,-29
71,0.71,-29,-29
72,0.72,-28,-28
73,0.73,-28,-28
74,0.74,-28,-27
75,0.75,-27,-26
76,0.76,-26,-25
77,0.77,-26,-24
78,0.78,-25,-24
79,0.79,-24,-23
80,0.8,-23,-22
81,0.81,-22,-21
82,0.82,-21,-20
83,0.83,-20,-18
84,0.84,-20,-17
85,0.85,-18,-16
86,0.86,-18,-15
87,0.87,-16,-14
88,0.88,-16,-13
89,0.89,-14,-11
90,0.9,-13,-10
91,0.91,-12,-9
92,0.92,-11,-7
93,0.93,-10,-6
94,0.94,-9,-5
95,0.95,-8,-3
96,0.96,-6,-2
97,0.97,-5,-1
98,0.98,-4,1
99,0.99,-3,2
100,1.0,-2,3
101,1.01,0,4
102,1.02,0,6
103,1.03,2,7
104,1.04,3,8
105,1.05,4,10
106,1.06,5,11
107,1.07,6,12
108,1.08,7,13
109,1.09,8,14
110,1.1,9,15
111,1.11,10,16
112,1.12,11,17
113,1.13,12,18
114,1.14,12,19
115,1.15,14,20
116,1.16,14,21
117,1.17,15,21
118,1.18,16,22
119,1.19,16,23
120,1.2,17,23
121,1.21,18,24
122,1.22,18,24
123,1.23,18,25
124,1.24,19,25
125,1.25,19,25
126,1.26,19,25
127,1.27,20,25
128,1.28,20,25
129,1.29,20,25
130,1.3,20,25
131,1.31,20,25
132,1.32,20,25
133,1.33,20,25
134,1.34,20,25
135,1.35,19,24
136,1.36,19,24
137,1.37,19,24
138,1.38,18,23
139,1.39,18,23
140,1.4,18,22
141,1.41,17,22
142,1.42,16,21
143,1.43,16,20
144,1.44,15,20
145,1.45,14,19
146,1.46,14,18
147,1.47,13,17
148,1.48,12,16
149,1.49,11,16
150,1.5,10,15
151,1.51,9,14
152,1.52,8,13
153,1.53,7,12
154,1.54,6,10
155,1.55,5,9
156,1.56,4,8
157,1.57,3,7
158,1.58,2,6
159,1.59,1,5
160,1.6,0,4
161,1.61,-2,2
162,1.62,-2,1
163,1.63,-4,0
164,1.64,-5,-1
165,1.65,-6,-3
166,1.66,-7,-4
167,1.67,-8,-5
168,1.68,-10,-6
169,1.69,-10,-8
170,1.7,-12,-9
171,1.71,-13,-10
172,1.72,-14,-11
173,1.73,-15,-13
174,1.74,-16,-14
175,1.75,-17,-15
176,1.76,-18,-16
177,1.77,-19,-17
178,1.78,-20,-18
179,1.79,-21,-19
180,1.8,-22,-20
181,1.81,-23,-22
182,1.82,-24,-22
183,1.83,-24,-23
184,1.84,-25,-24
185,1.85,-26,-25
186,1.86,-26,-26
187,1.87,-27,-27
188,1.88,-28,-28
189,1.89,-28,-28
190,1.9,-29,-29
191,1.91,-29,-29
192,1.92,-30,-30
193,1.93,-30,-30
194,1.94,-30,-31
195,1.95,-30,-31
196,1.96,-31,-31
197,1.97,-31,-31
198,1.98,-31,-32
199,1.99,-31,-32
200,2.0,-31,-32
201,2.01,-31,-32
202,2.02,-31,-32
203,2.03,-31,-31
204,2.04,-31,-31
205,2.05,-30,-31
206,2.06,-30,-30
207,2.07,-30,-30
208,2.08,-30,-30
209,2.09,-29,-29
210,2.1,-29,-28
211,2.11,-28,-28
212,2.12,-28,-27
213,2.13,-27,-26
214,2.14,-26,-26
215,2.15,-26,-25
216,2.16,-25,-24
217,2.17,-24,-23
218,2.18,-23,-22
219,2.19,-22,-21
220,2.2,-22,-20
221,2.21,-21,-19
222,2.22,-20,-18
223,2.23,-19,-16
224,2.24,-18,-15
225,2.25,-17,-14
226,2.26,-16,-13
227,2.27,-15,-12
228,2.28,-14,-10
229,2.29,-12,-9
230,2.3,-12,-8
231,2.31,-10,-6
232,2.32,-9,-5
233,2.33,-8,-4
234,2.34,-7,-2
235,2.35,-6,-1
236,2.36,-4,0
237,2.37,-3,2
238,2.38,-2,3
239,2.39,-1,4
240,2.4,0,6
241,2.41,2,7
242,2.42,2,8
243,2.43,4,10
244,2.44,4,11
245,2.45,6,12
246,2.46,7,13
247,2.47,8,14
248,2.48,9,15
249,2.49,10,16
250,2.5,10,17
251,2.51,12,18
252,2.52,12,19
253,2.53,13,20
254,2.54,14,21
255,2.55,15,22
256,2.56,16,22
257,2.57,16,23
258,2.58,17,23
259,2.59,17,24
260,2.6,18,24
261,2.61,18,25
262,2.62,18,25
263,2.63,19,25
264,2.64,19,25
265,2.65,20,26
266,2.66,20,26
267,2.67,20,26
268,2.68,20,25
269,2.69,20,25
270,2.7,20,25
271,2.71,20,25
272,2.72,20,25
273,2.73,20,24
274,2.74,19,24
275,2.75,19,24
276,2.76,18,23
277,2.77,18,23
278,2.78,18,22
279,2.79,17,22
280,2.8,16,21
281,2.81,16,20
