#	time(s)	count A	count B	count C	count D
1	0.0100		-18	-13	
2	0.0200		-17	-12	
3	0.0300		-16	-11	
4	0.0400		-15	-10	
5	0.0500		-14	-9	
6	0.0600		-13	-8	
7	0.0700		-12	-7	
8	0.0800		-10	-6	
9	0.0900		-10	-5	
10	0.1000		-8	-4	
11	0.1100		-7	-2	
12	0.1200		-6	-1	
13	0.1300		-5	0	
14	0.1400		-4	1	
15	0.1500		-3	2	
16	0.1600		-2	3	
17	0.1700		-1	4	
18	0.1800		0	5	
19	0.1900		2	6	
20	0.2000		2	7	
21	0.2100		4	8	
22	0.2200		5	9	
23	0.2300		6	10	
24	0.2400		7	11	
25	0.2500		8	12	
26	0.2600		8	13	
27	0.2700		10	14	
28	0.2800		10	14	
29	0.2900		11	15	
30	0.3000		12	16	
31	0.3100		13	17	
32	0.3200		14	17	
33	0.3300		14	18	
34	0.3400		15	19	
35	0.3500		16	19	
36	0.3600		16	20	
37	0.3700		17	20	
38	0.3800		18	20	
39	0.3900		18	21	
40	0.4000		18	21	
41	0.4100		18	22	
42	0.4200		19	22	
43	0.4300		19	22	
44	0.4400		20	22	
45	0.4500		20	22	
46	0.4600		20	22	
47	0.4700		20	22	
48	0.4800		20	22	
49	0.4900		20	22	
50	0.5000		20	22	
51	0.5100		20	22	
52	0.5200		20	21	
53	0.5300		19	21	
54	0.5400		19	21	
55	0.5500		18	20	
56	0.5600		18	20	
57	0.5700		18	20	
58	0.5800		17	19	
59	0.5900		17	19	
60	0.6000		16	18	
61	0.6100		16	18	
62	0.6200		15	17	
63	0.6300		14	16	
64	0.6400		14	16	
65	0.6500		13	15	
66	0.6600		12	14	
67	0.6700		11	13	
68	0.6800		10	13	
69	0.6900		10	12	
70	0.7000		9	11	
71	0.7100		8	10	
72	0.7200		7	9	
73	0.7300		6	8	
74	0.7400		5	7	
75	0.7500		4	6	
76	0.7600		3	5	
77	0.7700		2	4	
78	0.7800		0	3	
79	0.7900		0	2	
80	0.8000		-2	1	
81	0.8100		-3	0	
82	0.8200		-4	-1	
83	0.8300		-5	-2	
84	0.8400		-6	-3	
85	0.8500		-7	-4	
86	0.8600		-8	-6	
87	0.8700		-9	-7	
88	0.8800		-10	-8	
89	0.8900		-12	-9	
90	0.9000		-12	-10	
91	0.9100		-14	-11	
92	0.9200		-14	-12	
93	0.9300		-16	-13	
94	0.9400		-17	-14	
95	0.9500		-18	-15	
96	0.9600		-18	-16	
97	0.9700		-20	-17	
98	0.9800		-20	-18	
99	0.9900		-21	-19	
100	1.0000		-22	-20	
101	1.0100		-23	-20	
102	1.0200		-24	-21	
103	1.0300		-24	-22	
104	1.0400		-25	-23	
