idx,time(s),count B,count C
2,0.02,-17,-59
3,0.03,-16,-59
4,0.04,-16,-59
5,0.05,-15,-58
6,0.06,-14,-58
7,0.07,-14,-57
8,0.08,-14,-56
9,0.09,-13,-54
10,0.1,-13,-52
11,0.11,-13,-51
12,0.12,-12,-48
13,0.13,-12,-46
14,0.14,-12,-44
15,0.15,-12,-42
16,0.16,-13,-39
17,0.17,-13,-36
18,0.18,-13,-32
19,0.19,-14,-30
20,0.2,-14,-26
21,0.21,-14,-22
22,0.22,-15,-19
23,0.23,-16,-16
24,0.24,-16,-12
25,0.25,-17,-8
26,0.26,-18,-4
27,0.27,-19,-1
28,0.28,-20,3
29,0.29,-20,7
30,0.3,-22,10
31,0.31,-22,14
32,0.32,-24,18
33,0.33,-25,21
34,0.34,-26,24
35,0.35,-27,28
36,0.36,-28,31
37,0.37,-29,34
38,0.38,-30,36
39,0.39,-31,39
40,0.4,-32,42
41,0.41,-34,44
42,0.42,-34,46
43,0.43,-36,48
44,0.44,-36,49
45,0.45,-38,51
46,0.46,-38,52
47,0.47,-40,52
48,0.48,-40,53
49,0.49,-41,54
50,0.5,-42,54
51,0.51,-43,54
52,0.52,-43,53
53,0.53,-44,53
54,0.54,-44,52
55,0.55,-45,51
56,0.56,-46,50
57,0.57,-46,48
58,0.58,-46,47
59,0.59,-46,45
60,0.6,-46,43
61,0.61,-46,41
62,0.62,-46,38
63,0.63,-46,36
64,0.64,-46,33
65,0.65,-46,30
66,0.66,-46,28
67,0.67,-46,24
68,0.68,-45,21
69,0.69,-45,18
70,0.7,-44,15
71,0.71,-44,11
72,0.72,-43,8
73,0.73,-42,4
74,0.74,-42,1
75,0.75,-41,-3
76,0.76,-40,-6
77,0.77,-39,-10
78,0.78,-38,-14
79,0.79,-37,-17
80,0.8,-36,-20
81,0.81,-35,-24
82,0.82,-34,-27
83,0.83,-33,-30
84,0.84,-32,-34
85,0.85,-31,-36
86,0.86,-30,-40
87,0.87,-29,-42
88,0.88,-28,-45
89,0.89,-26,-47
90,0.9,-26,-49
91,0.91,-24,-51
92,0.92,-23,-53
93,0.93,-22,-55
94,0.94,-21,-56
95,0.95,-20,-57
96,0.96,-20,-58
97,0.97,-18,-59
98,0.98,-18,-59
99,0.99,-17,-60
100,1.0,-16,-60
101,1.01,-16,-59
102,1.02,-15,-58
103,1.03,-14,-58
104,1.04,-14,-57
105,1.05,-14,-56
106,1.06,-13,-54
107,1.07,-13,-52
108,1.08,-13,-51
109,1.09,-12,-48
110,1.1,-12,-46
111,1.11,-12,-44
112,1.12,-12,-41
113,1.13,-13,-38
114,1.14,-13,-36
115,1.15,-14,-32
116,1.16,-14,-29
117,1.17,-14,-26
118,1.18,-15,-22
119,1.19,-16,-19
120,1.2,-16,-15
121,1.21,-17,-11
122,1.22,-18,-8
123,1.23,-18,-4
124,1.24,-19,0
125,1.25,-20,4
126,1.26,-21,7
127,1.27,-22,11
128,1.28,-23,14
129,1.29,-24,18
130,1.3,-25,22
131,1.31,-26,25
132,1.32,-27,28
133,1.33,-28,31
134,1.34,-30,34
135,1.35,-30,37
136,1.36,-32,40
137,1.37,-33,42
138,1.38,-34,44
139,1.39,-35,46
140,1.4,-36,48
141,1.41,-37,50
142,1.42,-38,51
143,1.43,-39,52
144,1.44,-40,53
145,1.45,-41,54
146,1.46,-42,54
147,1.47,-42,54
148,1.48,-43,54
149,1.49,-44,53
150,1.5,-44,53
151,1.51,-45,52
152,1.52,-45,51
153,1.53,-46,50
154,1.54,-46,48
155,1.55,-46,46
156,1.56,-46,45
157,1.57,-47,43
158,1.58,-47,40
159,1.59,-47,38
160,1.6,-47,36
161,1.61,-46,33
162,1.62,-46,30
163,1.63,-46,27
164,1.64,-46,24
165,1.65,-46,21
166,1.66,-45,18
167,1.67,-44,14
168,1.68,-44,11
169,1.69,-43,8
170,1.7,-42,4
171,1.71,-42,0
172,1.72,-41,-3
173,1.73,-40,-7
174,1.74,-39,-10
175,1.75,-38,-14
176,1.76,-37,-18
177,1.77,-36,-21
178,1.78,-35,-24
179,1.79,-34,-28
180,1.8,-33,-31
181,1.81,-32,-34
182,1.82,-31,-37
183,1.83,-30,-40
184,1.84,-28,-42
185,1.85,-28,-45
186,1.86,-26,-48
187,1.87,-25,-50
188,1.88,-24,-52
189,1.89,-23,-53
190,1.9,-22,-55
191,1.91,-21,-56
192,1.92,-20,-57
193,1.93,-19,-58
194,1.94,-18,-59
195,1.95,-18,-59
196,1.96,-17,-60
197,1.97,-16,-60
198,1.98,-16,-59
199,1.99,-15,-58
200,2.0,-14,-58
201,2.01,-14,-57
202,2.02,-14,-56
203,2.03,-13,-54
204,2.04,-13,-52
205,2.05,-13,-50
206,2.06,-12,-48
207,2.07,-12,-46
208,2.08,-12,-44
209,2.09,-13,-41
210,2.1,-13,-38
211,2.11,-13,-35
212,2.12,-14,-32
213,2.13,-14,-29
214,2.14,-14,-25
215,2.15,-15,-22
216,2.16,-16,-18
217,2.17,-16,-15
218,2.18,-17,-11
219,2.19,-18,-7
220,2.2,-18,-4
221,2.21,-20,0
222,2.22,-20,4
223,2.23,-21,8
224,2.24,-22,12
225,2.25,-23,15
226,2.26,-24,18
227,2.27,-25,22
228,2.28,-26,25
229,2.29,-28,28
230,2.3,-28,32
231,2.31,-30,35
232,2.32,-31,38
233,2.33,-32,40
234,2.34,-33,42
235,2.35,-34,44
236,2.36,-35,46
237,2.37,-36,48
238,2.38,-37,50
239,2.39,-38,51
240,2.4,-39,52
241,2.41,-40,53
242,2.42,-41,54
243,2.43,-42,54
244,2.44,-42,54
245,2.45,-43,54
246,2.46,-44,53
247,2.47,-44,52
248,2.48,-45,52
249,2.49,-45,51
250,2.5,-46,50
251,2.51,-46,48
252,2.52,-46,46
253,2.53,-46,44
254,2.54,-47,42
255,2.55,-47,40
256,2.56,-47,38
257,2.57,-46,35
258,2.58,-46,32
259,2.59,-46,30
260,2.6,-46,27
261,2.61,-46,24
262,2.62,-45,20
263,2.63,-45,17
264,2.64,-44,14
265,2.65,-44,10
266,2.66,-43,7
267,2.67,-42,4
268,2.68,-42,0
269,2.69,-41,-4
270,2.7,-40,-7
271,2.71,-39,-11
272,2.72,-38,-14
273,2.73,-37,-18
274,2.74,-36,-21
275,2.75,-35,-25
276,2.76,-34,-28
277,2.77,-33,-31
278,2.78,-32,-34
279,2.79,-30,-37
280,2.8,-30,-40
281,2.81,-28,-43
282,2.82,-27,-45
283,2.83,-26,-48
284,2.84,-25,-50
285,2.85,-24,-52
286,2.86,-23,-53
287,2.87,-22,-55
288,2.88,-21,-56
289,2.89,-20,-57
290,2.9,-19,-58
291,2.91,-18,-59
292,2.92,-18,-59
293,2.93,-17,-59
294,2.94,-16,-59
295,2.95,-15,-59
296,2.96,-15,-58
297,2.97,-14,-58
298,2.98,-14,-56
299,2.99,-14,-55
300,3.0,-13,-54
301,3.01,-13,-52
302,3.02,-13,-50
303,3.03,-12,-48
304,3.04,-12,-46
305,3.05,-12,-43
306,3.06,-13,-40
307,3.07,-13,-38
308,3.08,-13,-34
309,3.09,-14,-31
310,3.1,-14,-28
311,3.11,-14,-24
312,3.12,-15,-21
313,3.13,-16,-18
314,3.14,-16,-14
315,3.15,-17,-10
316,3.16,-18,-6
317,3.17,-18,-3
318,3.18,-20,1
319,3.19,-20,4
320,3.2,-22,8
321,3.21,-22,12
322,3.22,-24,16
323,3.23,-24,19
324,3.24,-26,22
325,3.25,-26,26
326,3.26,-28,29
327,3.27,-29,32
328,3.28,-30,35
329,3.29,-31,38
330,3.3,-32,40
331,3.31,-33,43
332,3.32,-34,45
333,3.33,-35,47
334,3.34,-36,48
335,3.35,-38,50
336,3.36,-38,51
337,3.37,-39,52
338,3.38,-40,53
339,3.39,-41,54
340,3.4,-42,54
341,3.41,-42,54
342,3.42,-43,54
343,3.43,-44,53
344,3.44,-44,52
345,3.45,-45,52
346,3.46,-46,50
347,3.47,-46,49
348,3.48,-46,48
349,3.49,-46,46
350,3.5,-46,44
351,3.51,-47,42
352,3.52,-47,40
353,3.53,-47,37
354,3.54,-46,34
355,3.55,-46,32
356,3.56,-46,29
357,3.57,-46,26
358,3.58,-46,23
359,3.59,-45,20
360,3.6,-45,17
361,3.61,-44,13
362,3.62,-44,10
363,3.63,-43,6
364,3.64,-42,3
365,3.65,-42,-1
366,3.66,-40,-4
367,3.67,-40,-8
368,3.68,-39,-12
369,3.69,-38,-15
370,3.7,-37,-18
371,3.71,-36,-22
372,3.72,-35,-26
373,3.73,-34,-29
374,3.74,-32,-32
375,3.75,-32,-35
376,3.76,-30,-38
377,3.77,-29,-40
378,3.78,-28,-43
379,3.79,-27,-46
380,3.8,-26,-48
381,3.81,-25,-50
382,3.82,-24,-52
383,3.83,-23,-54
384,3.84,-22,-55
385,3.85,-21,-56
386,3.86,-20,-57
387,3.87,-19,-58
388,3.88,-18,-59
389,3.89,-18,-59
390,3.9,-16,-59
391,3.91,-16,-59
392,3.92,-15,-59
393,3.93,-15,-58
394,3.94,-14,-57
395,3.95,-14,-56
396,3.96,-13,-55
397,3.97,-13,-53
398,3.98,-13,-52
399,3.99,-13,-50
400,4.0,-12,-47
401,4.01,-12,-45
402,4.02,-12,-42
403,4.03,-13,-40
404,4.04,-13,-37
405,4.05,-13,-34
406,4.06,-14,-30
407,4.07,-14,-27
408,4.08,-14,-24
409,4.09,-15,-20
410,4.1,-16,-17
411,4.11,-16,-13
412,4.12,-17,-10
413,4.13,-18,-6
414,4.14,-19,-2
415,4.15,-20,2
416,4.16,-20,6
417,4.17,-22,9
418,4.18,-22,13
419,4.19,-24,16
420,4.2,-24,20
